date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감
2025.03.10,5점만점에 1점,,,,[옵션] 07 체리 밤,"지속력이 그닥입니다
발림성은 좋아요
묻어나는거 당연히 있구요
그러다보니 립 테두리 남고
닿는부분은 지워져요 민망쓰~
착색력이 전혀 없네요
손등테스트땐 착색력있어
구입한건데 실망쓰..",0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,아주 촉촉해요
2025.03.07,5점만점에 2점,,,,[옵션] [기획세트] 03 베어 그레이프,도대체 발색이 되는건지 모를 정도로 색감이 연하고 전 제품과 달리 향도오묘하게 별로예요 히든컬러는 두깨씨 컬러네요,1,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2025.03.07,5점만점에 1점,,,,[옵션] 26 신비 복숭아,진짜 롬앤은...ㅋㅋㅋ 상세발색샷 좀 어케 바꿔보시는 게.. 달라도 이랗게 다를 수가 있나; 리뉴얼 됐다고 해서 그래 한 번만 다시 믿어보자하고 구매했는데..역시는 역시 색상이 너무 달라서 뒷통수 맞았네요 ㅠ,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.03.06,5점만점에 2점,,,,[옵션] [기획세트] 20 쥬쥬 피그,"발색이 촌스러운 핑크처럼 되고 착색은 자주색?이에요
사진이랑 전혀 달라요
실제로 보고 살걸 후회되네요",1,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.03.06,5점만점에 2점,,,,[옵션] [기획세트] 23 피치 피치 미,음... 별로예요.... 잠깐 발라봤는데도 되게 건조해서 립밤이랑 같이 발라야될 것 같아요,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.02.22,5점만점에 1점,"지성, 봄웜톤, 트러블, 홍조",,,[옵션] 09 멀드 피치,"발림성도 별로고 광도 그닥; 지속력도 엄청 짧음
착색은 되게 진하게 남고 너무 별로임,,",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.08.28,5점만점에 2점,"복합성, 겨울쿨톤",,한달이상사용,[옵션] [이나피] 베어 그레이프,"이 세상엔 많은 분들이 잘못알고 계시는 것이 있습니다. 예를 들어 ‘쥐라기 시대 공룡이 살았다’라는 것이 있습니다. 예? 맞지 않냐구요? 아니요, 쥐라기 시대에는 시조새가 출현했지, 공룡이 번성하진 않았습니다. 공룡과 중생대의 표준화석 ‘암모나이트’ 모두 쥐라기 다음인 백악기 시대에 존재했습니다. 그래서 ‘쥬라기 공원’ 등 ‘쥐라기’가 들어간 공룡 영화는 모두 틀렸습니다.
하지만 많은 사람들이 쥐라기와 공룡, 이 두 단어를 함께 사용해도 어색함을 느끼지 않고 고쳐주는 사람이 적다는 것은 그만큼 그렇게 사용된지 오래되었고, 많은 사람들이 모르며, 그렇게 영화 등으로 알려졌기 때문일 것입니다.

이 제품 또한 그렇습니다. 많은 사람들은 이 ‘베어 그레이프’가 좋다고, 쿨톤 최고의 립이라고 오해하고 있습니다. 그렇게 바이럴 했기 때문이겠죠. 그러나 여기서 저는 당당하게 외칠 수 있습니다. 이 립은 좋지 않습니다. 처음 저는 별점 3점을 줬습니다. 하지만 한달리뷰에서 저는 2점을 줬습니다. 그 이유는 한달사용에서만 느낄 수 있는,

• 통 입구의 틴트 찌꺼기
• 그냥 입술색과 큰 차이가 없는 색
• 웜하고 다크닝이 심한 색
• 기분 나쁜 향(어릴 때 먹던 인공딸기향 감기약 향)
• 전날 입술 팩하고 잤는데도 각질이 일어나길래 만져보니 틴트가 뭉친 덩어리 찌꺼기 였던 것!(바를 때마다 생겼습니다.)
• 촉촉도, 쫀쫀도, 매트도 아닌 기분 나쁜 끈적함

때문입니다. 이만하면 1점 아닌가 싶긴한데 여기서 신랄하게 돈 아깝다고 욕했다간 간판 틴트 욕한 죄로 롬앤 기업에 고소당할 것 같으니 2점으로 올리겠습니다.

색깔 측면에서 비슷한 다른 제품 세 가지를 함께 발색하여 첨부하였습니다. 저는 가장 비슷한 게 어뮤즈의 ‘포도 베베’라고 느낍니다만 플럼핑이 있으니 그 점 유의하시길 바랍니다.

저는 이렇게 생각합니다.
‘롬앤은 가격이 싸! 근데 제품도 정말 딱 그 가격만큼만 해~’
라고요. 기나죄지만 어쩌겠어요? 하루가 멀다하고 기업이 탄생하는 판에 소비자들 돈 받아서 먹고사는 곳들이 소비자 맘에 들게 만들어야죠. 롬앤이 애플같이 이미 도를 넘었거나 디자인이 넘사거나 필수품을 팔거나 대대기업이 아닌 이상 저는 바뀌어야 한다고 생각합니다. 그게 롬앤의 미래고, 그것이 바로 브랜드입니다.

간판 틴트가 이게 뭐람..",477,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요
2025.04.05,5점만점에 2점,,,,[옵션] [올리브영단독]02 누카다미아,제품 이름이 쥬시 래스팅 틴트인데 사용후기 솔직하게 남기겠습니다~ 쥬시한 느낌이 바르고 나사 2분만 지나면 사라져요 말라버림~ 개인차 있겠지만 입술에 올려졌을 때 표현되는 색도 상품이미지랑 확실히 다르고 틴트 특성상 시간 지나고 나서 착색되면서도 달라짐.,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.31,5점만점에 2점,,,,[옵션] [기획세트] 03 베어 그레이프,"색상은 한 30분~1시간 있어야 예쁜 색으로 올라와요.
색은 맘에들어요.
그런데 저와는 안 맞는거 같아요.
한 2일차에 입술에 오돌토돌 뭐가 올라오더라구요. 집에 다행이 입술에바르는 연고가 있어서 나아졌지만 앞으론 이 틴트는 안쓸꺼같네요.",0,아주 만족해요,보통이에요,보통이에요,보통이에요
2025.03.30,5점만점에 2점,,,한달이상사용,[옵션] 30 보늬 밤,"저는 원래 포멜로스킨, 누카다미아 두개만 썼던 사람입니다..
보늬밤 컬러가 너무 예뻐서 샀었는데 첫발색만 예쁘고 그다음 발색부턴 점점 다크닝이 심해져서 진짜 옛날에 어머님분들이 바르고 다녔던 촌스러운 색상의 딥한 분홍색으로 남음.. 나중에 거울보고 진짜 헉 했음ㅠ 누카다미아도 좀 탁해지는 느낌이라 요즘엔 포멜로스킨만 쓰는데 얜 진짜... 안되겠다..
심지어 시간 지나고 광까지 사라지고나면 걍 벽돌색 말라비틀어진 입술만 남음^^",0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.04.05,5점만점에 2점,"건성, 가을웜톤, 민감성, 탄력",,한달이상사용,[옵션] 05 쥬쥬브,리뉴얼 버젼 넘 쿨해요..첨 발랐을때만 촉촉하고 매트해짐 입술 건조해지고 별로요,0,보통이에요,보통이에요,다소 아쉬워요,보통이에요
2025.04.01,5점만점에 2점,,,한달이상사용,[옵션] [기획세트] 20 쥬쥬 피그,"뉴트럴한 색감을 기대했는데 걍 너무 핑크라 색이 안예뻐욛,,ㅜ",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.27,5점만점에 1점,"지성, 여름쿨톤, 민감성, 아토피",,,[옵션] [올리브영단독]02 누카다미아,다 괜첞은데 시단이 지나면 베이지 빛이 사라지고 붉은색으로변함 ㅠ,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2025.03.23,5점만점에 2점,"지성, 쿨톤, 다크서클, 피지과다",,,[옵션] [기획세트] 03 베어 그레이프,솔직히 이거 왜 리뉴얼 했는지 의문임 원래버전보다 광택 지속력도 짧고 색도 바뀜,0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,보통이에요
2025.03.19,5점만점에 2점,"지성, 여름쿨톤, 모공, 트러블",,한달이상사용,[옵션] [단품]03 베어 그레이프,색이 너무 어두워진거같아요..! 지속력도 별로고...,0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2025.03.15,5점만점에 2점,"복합성, 웜톤, 각질, 잡티",,한달이상사용,[옵션] [단품]23 피치 피치 미,제 입술에는 쿨하게 올라갔어요 이건 입술색마다 차이가 있으니 사람마다 다를거 같아요 근데 착색이 꽃분홍으로 남아서 손이 절대 안가요 집 가는 길에 거울 보고 깜짝 놀랐어요,0,아주 만족해요,예상보다 짧아요,아주 만족해요,보통이에요
2025.03.10,5점만점에 2점,"복합성, 가을웜톤, 다크서클, 모공",,,[옵션] [단품] 20 쥬쥬 피그,"상세 사진이랑 색감 너무 달라서 당황,, 웜톤에게 너무나 핑크에요;; mlbb도 아니고 약간 형광기도 돌아서.. 쳐박템됨 ㅠ",1,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.08,5점만점에 2점,"민감성, 봄웜톤, 각질, 모공",,,[옵션] 08 핑크 펌킨,여러모로 아쉬워요! 다시 사지는 않을것 같습니당! 매트하고 고르게 바르기어렵고 색은 쨍한데 이쁘진 않네요,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요
2025.02.15,5점만점에 1점,,,한달이상사용,[옵션] [어워즈한정기획] 23 피치 피치 미,그 전 버전만 못 합니다. 광택도 적고 색도 진해 손이 잘 안 가요.,1,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요
2025.03.23,5점만점에 2점,,,,[옵션] 27 허니 듀 멜론,"색이 진짜 안예쁨 연어색립, 상페립 생각하면 절대 사면 안됨 그냥 핑크색임 ㄹㅇ시간지나면 진해짐..착색 안된다는 리뷰가 있어서 착색 안되는 거 좋아해서 샀는데 착색이 안쪽만 진한 핑크로 됨 심지어 입술도 버썩 마르는 제형임 다른 컬러보다 광도 없고 빨리 날아감 허니듀멜론 색 전혀 아니고 그냥 평범한 핑크색임 착색은 촌스럽기까지함 그냥 사지마셈 안사는게ㅔ 나음 돈 아까움 진짜로",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.03.19,5점만점에 2점,"복합성, 겨울쿨톤, 모공, 주름",,,[옵션] [기획세트] 23 피치 피치 미,생각보다 발색이 너무 약해요 ㅠㅠ 연한 색을 사서 블랜딩하려고 했는데 전혀 안되는 느낌,0,보통이에요,보통이에요,아주 만족해요,보통이에요
2025.03.09,5점만점에 1점,,,,[옵션] [단품]03 베어 그레이프,"….이게뭐지
롬앤 베어그레이프만 엄청 써대다 신제품 나온다길래 기대핶는데요
-기존 베어그레이프를 인생템으로 잘 썼다
-요플레현상이나 다크닝이 없는 템을 원한다
-주름부각 없는 립을 원한다
추천 안드려요
오히려 기존 버전이 낫다는 생각이 들 정도로 매우 아쉬웠어요
원래보다 웜해진 느낌때문에 평소 메이크업 스타일에 리뉴얼을 얹으면 굉장히 부자연스러운 느낌
립 하나 때문에 평소 메컵스타일을 바꾸긴 좀 그렇잖아요
그리고 시간 지나면 안쪽부터 하얗게 일어나고 주름부각도 어느정도 있어요,,
하이라이트는 “다크닝”!!!!!!!! 왜케 까매지는겨ㅠㅠ 왜ㅠㅠㅠ어두워져ㅠㅠㅠ
다른 분들과 제 주둥이 컨디션에 차이가 있을 수는 있으나 전 매일 립밥을 한덩어리씩 올리고 자는 편인데도 이정도라면
’주둥이 컨디션을 안좋아보이게 하는 립‘이라는 평을,,,,땅땅땅👩‍⚖️,,",1,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2025.03.09,5점만점에 2점,"복합성, 쿨톤, 잡티, 트러블",,,[옵션] [단품]03 베어 그레이프,매장에서 구매했는데 기획상품 증정이라고 써있는데 없다고하네요;;,0,보통이에요,예상보다 짧아요,아주 만족해요,보통이에요
2025.03.08,5점만점에 2점,"복합성, 겨울쿨톤, 잡티",,,[옵션] 16 플럼 콕,리뉴얼되고 색이 바꼇어요...... 원래 플럼콕이랑 비교해봣을때 원래꺼는 보라빛으로 착색됏는데 새로운건 더 밝은 레드?로 착색돼요 ㅜ.ㅜ 겨울다크 인생틴트 돌려줘,0,다소 아쉬워요,지속이 오래돼요,아주 만족해요,보통이에요
2025.03.08,5점만점에 2점,"복합성, 쿨톤, 모공, 트러블",,,[옵션] [올리브영단독]06 필링 앵두,광이 적음. 그건 근데 상관 없음. 문제는 착색된 컬러가 웬 희안한 색이 나옴… 칙칙한 보라색이 웬말이냐 분명 처음엔 발갛고 예뻤잖아.,0,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요
2025.03.03,5점만점에 2점,,,,[옵션] 28 설화 딸기,처음에 발랐을 때는 너무 예쁜데 시간이 지날수록 안쪽 착색은 진해지고 바깥쪽은 하얗게 떠요 ㅠ 흰끼가 너무 많은 거 같아요 리뉴얼되고 산 피치피치미는 시간이 지나도 괜찮은데 이건 못쓰겠어요 전반적으로 이번에 새로나온 색상들이 안쪽 착색이 너무 심해서 그냥 기존에 컬러들만 쓰려고요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.03,5점만점에 1점,,,,[옵션] 22 도토리 밤,"발색도, 글로시함, 착색도 다 좋은데, 이거 바르고 입술이 너무 트고.. 너무 이상해졌어요ㅜㅜ 원래 롬앤 틴트 잘 쓰고 잘 맞았다 생각했는데, 이 리뉴얼된게 좀 이상한거같아요 저한테는. 이게 문제인거같아서 1주일정도 이걸 안썼더니 그래도 입술이 다시 돌아오긴했는데.. 너무 입술이 건조한데 코팅되어있는, 근데 피부가 튼 느낌.. 그 이상함이 너무 힘들어서ㅠㅜ 다시 못쓸거같아요.. 저만 이상한가 싶어서 리뷰를 다 봤는데 다들 만족하시더라구요..! 저도 이거만 아니었으면 너무 잘썼을거같은데 너무 아쉽네요...ㅜㅜ",1,아주 만족해요,지속이 오래돼요,아주 만족해요,보통이에요
2025.02.27,5점만점에 2점,,,,[옵션] [올리브영단독]02 누카다미아,갈웜이고요 색이 이쁘긴한데 좀 칙칙한 감이 있네요 착색은 약해요 평소 매트만 쓰다가 촉촉으로 와봤는데 별로네요 끈적하고 좀 인공적인 딸기향이나요 전 불만족했습니다 ㅠㅠ 첨부사진보다 실제론 샥이 더 연하고 웜해요 저 반짝이는 녀석이 이 제품입니다,0,보통이에요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2025.03.24,5점만점에 1점,"지성, 여름쿨톤, 각질, 다크서클",,,[옵션] [기획세트] 03 베어 그레이프,"정말 왜 리뉴얼 했는지 모르겠는 제품 1위..
제형도 별로고 색도 웜해짐. 가격은 비싸지고 양은 적어지고",0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.11.01,5점만점에 1점,"여름쿨톤, 민감성",,,[옵션] [단품] 20 쥬쥬 피그,"롬앤은 이게 문제예요
상세페이지 색상만 보고 온라인에서 구매하면 안되는거같네요
상세페이지 색상은 핑크끼가 그렇게 심하지 않은
뉴트럴톤이 발라도 되는정도의 색으로 보여서 구매했는데
발라보니 핑크가 엄청 심하네요
사진찍고 좀 원래 색 그대로 내보낼순 없나요?
보정을 어떻게하면 매번 실제 색이랑 이렇게 다른건지..",840,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2025.02.22,5점만점에 2점,,,한달이상사용,[옵션] [단품]03 베어 그레이프,"저는 리뉴얼 버전이 색감과 발림성, 유지력 부분에서 더 만족스러웠어요. 그러나, 저에게만 그런지는 모르겠지만 이 제품을 쓰면 입술에 트러블이 올라오더군요.성분이 좀 독한건지는 모르겠으나, 이 제품 정말 좋아해서 아니길 바라는 마음으로 한 동안 정말 여러 방면으로 테스트 해봤는데 결론은 이 제품만 바르면 입술이 붓고 가렵더라구요..입술 겉 부분이 탈각하듯 벗겨지기도 하고요. 제 제품이 불량인건지 저는 잘 모르겠어요. 정말 아쉽습니다.",0,아주 만족해요,보통이에요,아주 만족해요,보통이에요
